# YLR406C_YDL075W YER131W_YGL189C YDR502C_YLR180W YML026C_YDR450W YNL301C_YOL120C YHR106W_YDR353W YIL057C_YER067W YPL087W_YBR183W YNL069C_YIL133C YDR518W_YCL043C YGR043C_YLR354C YPR157W_YGR141W YDR099W_YER177W YBR024W_YBR037C YPL037C_YDR252W YMR143W_YDL083C YPR159W_YGR143W YJL177W_YKL180W YGL133W_YPL216W YJR048W_YEL039C YBR191W_YPL079W YER074W_YIL069C YDR418W_YEL054C YNL049C_YIL109C YBR117C_YPR074C YPL232W_YMR183C YLR284C_YOR180C YBL087C_YER117W YGL062W_YBR218C YIR033W_YKL020C YMR243C_YOR316C YLR333C_YGR027C YMR142C_YDL082W YER102W_YBL072C YAL056W_YOR371C YDR438W_YML018C
3.360000000000000000e+02 3.540000000000000000e+02 1.143000000000000000e+03 4.200000000000000000e+02 5.550000000000000000e+02 9.540000000000000000e+02 4.650000000000000000e+02 9.180000000000000000e+02 5.910000000000000000e+02 1.494000000000000000e+03 9.930000000000000000e+02 1.209000000000000000e+03 7.440000000000000000e+02 8.310000000000000000e+02 4.260000000000000000e+02 4.020000000000000000e+02 2.007000000000000000e+03 5.490000000000000000e+02 2.862000000000000000e+03 3.240000000000000000e+02 4.770000000000000000e+02 3.990000000000000000e+02 4.890000000000000000e+02 2.502000000000000000e+03 2.037000000000000000e+03 8.640000000000000000e+02 8.040000000000000000e+02 4.080000000000000000e+02 3.387000000000000000e+03 2.511000000000000000e+03 1.119000000000000000e+03 3.210000000000000000e+02 5.910000000000000000e+02 5.940000000000000000e+02 1.965000000000000000e+03 9.930000000000000000e+02
-1.262559791967024921e+03 -1.306128293075827287e+03 -6.652014419986407120e+03 -1.461474605499664676e+03 -2.221854044764509581e+03 -6.609980147708396544e+03 -3.719148203349159303e+03 -8.049275013662137098e+03 -2.442899971266177999e+03 -1.357527593034605161e+04 -7.432063360269941768e+03 -1.055676598689654202e+04 -4.087515436006491200e+03 -7.461237473759482782e+03 -3.131165327903058369e+03 -1.323828630517225520e+03 -1.589886760817529284e+04 -1.954732298109969634e+03 -2.988765607106181051e+04 -2.129718720513339576e+03 -1.550915302491603597e+03 -1.304968593981335744e+03 -1.867779227504458959e+03 -2.095856162464744557e+04 -1.500675969861290105e+04 -6.593499849350299883e+03 -8.003528520231618131e+03 -1.467568510245125708e+03 -2.160799946667767654e+04 -2.370694858824673065e+04 -9.596884493137284153e+03 -1.329863281035273531e+03 -2.122403149254521850e+03 -2.116161603505703170e+03 -1.990284347317988795e+04 -9.162891897338950002e+03
2.986016692953140650e-01 3.111231563411163137e-01 2.514354919592654558e-01 2.867573281622612935e-01 2.686126723249160353e-01 2.680526412710599882e-01 3.228884776936368772e-01 2.625389644493657526e-01 2.716533371342934045e-01 2.861518165661537383e-01 2.922824759240807424e-01 2.690745052740495247e-01 2.729250531937074120e-01 2.904258011333060163e-01 3.249960216849410166e-01 2.820914828951915365e-01 2.840395220791799291e-01 2.944931776401162327e-01 3.406612432320319517e-01 3.107862824353990194e-01 2.847288081124985104e-01 2.920640733292234614e-01 2.827482970404460727e-01 2.990004485342013241e-01 2.643337608753254520e-01 3.258910370647909449e-01 2.923246074024032359e-01 2.372227323216198336e-01 2.574754398025522750e-01 3.148701349980539410e-01 2.664422345533262182e-01 2.870469565763735798e-01 3.032792356763450714e-01 2.771315495669899320e-01 3.168456965746851983e-01 2.677145365371281782e-01
2.080925456790592154e-01 2.622913471422824716e-01 2.390074977340419793e-01 2.316462124011967327e-01 2.364798156152377040e-01 2.366770897290533526e-01 2.315216119275934903e-01 1.878851466725418307e-01 2.279933082197984073e-01 2.425203442905584372e-01 2.252688701123801152e-01 2.202255266065535066e-01 2.499017496311033981e-01 2.118989126172721726e-01 2.418729966626984029e-01 2.262426340741972852e-01 2.327034565928886301e-01 2.531300618134101899e-01 1.881467713977792999e-01 2.192396196374270523e-01 2.354016997455953553e-01 2.297879673998249883e-01 2.406214720785744277e-01 2.206577887935625704e-01 2.417744373831133553e-01 2.171481287040697705e-01 2.009499286498849790e-01 2.206850103784956385e-01 2.400891808370699820e-01 2.130970440684040179e-01 2.318563899489354263e-01 2.368432443470239734e-01 2.401228164554521927e-01 2.374538195599397716e-01 2.034188154738380827e-01 2.039293362915551855e-01
1.987761091343438202e-01 1.832274617899850577e-01 2.026657780915163964e-01 1.949654110429314413e-01 2.079597519346350898e-01 2.185412862872666007e-01 1.904446928130930916e-01 2.071866190741911695e-01 2.022366472453602793e-01 1.915845036892597220e-01 1.933248133656423895e-01 2.212533032545263012e-01 1.815569545732381440e-01 2.120637667483576405e-01 1.849398809075482042e-01 1.846976935939246278e-01 1.926884702150456485e-01 1.821206500880588053e-01 1.924711344918813294e-01 2.061471582394018009e-01 1.900081618087285928e-01 1.955610067082028947e-01 1.840817560686494880e-01 1.842967063988509291e-01 2.032129129451061000e-01 2.051538851829476373e-01 2.173758312194715159e-01 2.225686362565688636e-01 2.124366759207940436e-01 1.843890570688213881e-01 1.986404436584264244e-01 1.910116073201762465e-01 1.973109578805996023e-01 2.098503095637722637e-01 1.987212231712279786e-01 1.983172956029327361e-01
2.945296758912828716e-01 2.433580347266161570e-01 3.068912322151761685e-01 2.866310483936104769e-01 2.869477601252111154e-01 2.767289827126200308e-01 2.551452175656764854e-01 3.423892698039012195e-01 2.981167074005478534e-01 2.797433354540280748e-01 2.891238405978967529e-01 2.894466648648706952e-01 2.956162426019510181e-01 2.856115195010641705e-01 2.481911007448123763e-01 3.069681894366866337e-01 2.905685511128858201e-01 2.702561104584147444e-01 2.787208508783073913e-01 2.638269396877721551e-01 2.898613303331774582e-01 2.825869525627486833e-01 2.925484748123299283e-01 2.960450562733851765e-01 2.906788887964550372e-01 2.518069490481916195e-01 2.893496327282402691e-01 3.195236210433157198e-01 2.899987034395836716e-01 2.876437638647205697e-01 3.030609318393119311e-01 2.850981917564262558e-01 2.592869899876031337e-01 2.755643213092980326e-01 2.810142647802487681e-01 3.300388315683838725e-01
1.055810791559618700e+01 9.346025152444397577e+00 5.907484708306377286e+00 9.203152078365839373e+00 7.186167251197717931e+00 5.077814512346559894e+00 4.121672270320709153e+00 3.473810490083558467e+00 7.319226973049691054e+00 3.635665738713182105e+00 4.437287015942983359e+00 3.326984925296102791e+00 8.293268353417385441e+00 3.516023697099241119e+00 4.193794628240055111e+00 2.064051033184190231e+01 3.591032050766853168e+00 8.517298983894036724e+00 3.532349688059878812e+00 4.714407479054550265e+00 1.156523004770837382e+01 1.322162657719368362e+01 1.170022303120964047e+01 3.685170214323452154e+00 3.980233961355139183e+00 4.617848308064225193e+00 3.504535902118981916e+00 1.071665029871324215e+01 5.095842566643195681e+00 3.616491670960964910e+00 3.463584115828811427e+00 7.763132357571677744e+00 9.222986994274942063e+00 8.714136122255261796e+00 3.060805275375868995e+00 3.609406404709654126e+00
1.760260894362331019e+00 2.944209087227266153e+00 3.761122499206741576e+00 1.570510852838224380e+01 1.723545979677894024e+00 1.454277138480974285e+00 9.018572426578027601e-01 5.484311200064074798e-01 5.299267892891076137e+00 1.805153877449461597e-01 3.902181377016366026e-01 4.147423548455042575e-01 4.510587027068519994e+00 4.850790688722803057e-01 9.476406607162130014e-01 1.342858740454839506e+01 1.201196736760580253e+00 7.708125095348178135e+00 3.883399746724868762e-01 2.444632872409881141e+00 1.429710357316326075e+01 3.825863616808432255e+01 8.218147304114044260e+00 3.451958186399259332e-01 3.769035045977657816e-01 1.315586606707671136e+00 2.637784494733729779e-01 8.926317803038061882e+00 3.998356635346136834e+00 4.038546843984008872e-01 9.410472456285972065e-01 4.662349580883373257e+00 2.202331566998062939e+01 1.334268071428018843e+01 8.727563360671188042e-02 1.590835796491061813e-02
1.470413966143880025e+01 1.296384727745008369e+01 2.529857830730667612e+00 1.553698644848370236e+01 2.166849996039141502e+01 2.260141137011013601e+00 1.060617300741721669e+00 3.919700554894599565e-01 4.944018819556867506e+00 3.817519239535149267e-01 1.193855224931990255e+00 7.116359491804762349e-01 3.412583681005202152e+00 4.655871537135256588e-01 1.743648384929768330e-04 1.396755594530939781e+01 1.063942425695470151e+00 1.349211752096695349e+01 1.236094566706517522e-05 2.144258760774905070e+00 1.661431727072144682e+01 9.718978940772819541e+00 7.944740499497422448e+00 9.400439200392236572e-01 9.997361156433713925e-01 1.071997239842580774e+00 1.501125759607133681e-01 1.914010829497538069e+01 4.669181495939970006e+00 2.801270537036785746e-01 4.722969769694385089e-01 1.788719028177855463e+01 1.026527030430468734e+01 1.884989072501824126e+01 2.010266426235728654e-01 4.556675241352780570e-01
3.535325280413188775e-02 5.749616229695358322e-02 1.312936883097768626e-01 7.946306087110845129e-02 7.352241004264814528e-02 1.165979303885496948e-01 1.198259215277528017e-01 1.250601908448472077e-01 8.914156683654107793e-02 5.680704888433629751e-02 1.669687581516289265e-01 9.249290036266784309e-02 1.520230562622883197e-01 1.297904246469383516e-01 3.439690366846879371e-02 3.853754420193744590e-02 1.095553192233364170e-01 7.637523433420898011e-02 2.327076780510097254e-01 7.615639225479441110e-02 5.641816875770451489e-02 7.389107568550289107e-02 5.052259793415637273e-02 1.541268894326008332e-01 4.777527604411936635e-02 1.669223107840067666e-01 6.055915511587506989e-02 7.078901032126908022e-02 1.902252487925004953e-01 1.601012607228645412e-01 1.513157836635263265e-01 1.103322059640152730e-01 7.073024166628566478e-02 7.643676049142009155e-02 5.668358497656405398e-02 2.302973578777034458e-01
