# YLR406C_YDL075W YER131W_YGL189C YDR502C_YLR180W YML026C_YDR450W YNL301C_YOL120C YHR106W_YDR353W YIL057C_YER067W YPL087W_YBR183W YNL069C_YIL133C YDR518W_YCL043C YGR043C_YLR354C YPR157W_YGR141W YDR099W_YER177W YBR024W_YBR037C YPL037C_YDR252W YMR143W_YDL083C YPR159W_YGR143W YJL177W_YKL180W YGL133W_YPL216W YJR048W_YEL039C YBR191W_YPL079W YER074W_YIL069C YDR418W_YEL054C YNL049C_YIL109C YBR117C_YPR074C YPL232W_YMR183C YLR284C_YOR180C YBL087C_YER117W YGL062W_YBR218C YIR033W_YKL020C YMR243C_YOR316C YLR333C_YGR027C YMR142C_YDL082W YER102W_YBL072C YAL056W_YOR371C YDR438W_YML018C
1.120000000000000000e+02 1.180000000000000000e+02 3.810000000000000000e+02 1.400000000000000000e+02 1.850000000000000000e+02 3.180000000000000000e+02 1.550000000000000000e+02 3.060000000000000000e+02 1.970000000000000000e+02 4.980000000000000000e+02 3.310000000000000000e+02 4.030000000000000000e+02 2.480000000000000000e+02 2.770000000000000000e+02 1.420000000000000000e+02 1.340000000000000000e+02 6.690000000000000000e+02 1.830000000000000000e+02 9.540000000000000000e+02 1.080000000000000000e+02 1.590000000000000000e+02 1.330000000000000000e+02 1.630000000000000000e+02 8.340000000000000000e+02 6.790000000000000000e+02 2.880000000000000000e+02 2.680000000000000000e+02 1.360000000000000000e+02 1.129000000000000000e+03 8.370000000000000000e+02 3.730000000000000000e+02 1.070000000000000000e+02 1.970000000000000000e+02 1.980000000000000000e+02 6.550000000000000000e+02 3.310000000000000000e+02
-1.172699755354567742e+03 -1.200382506601570412e+03 -5.728468343724261103e+03 -1.375887548609244959e+03 -2.121343859084961878e+03 -5.792496614834213688e+03 -3.299516737662614105e+03 -7.200954132037174531e+03 -2.314043130473990914e+03 -1.263318474391739619e+04 -6.761043387716446887e+03 -9.439781652586407290e+03 -3.461812512129509287e+03 -6.745089505578293029e+03 -2.907262844041486915e+03 -1.204602503386340004e+03 -1.421673977910291615e+04 -1.836699782146100915e+03 -2.824484815866944336e+04 -1.871438363326298941e+03 -1.462949182516262681e+03 -1.247627446087027465e+03 -1.738885470812503627e+03 -1.883504927596417838e+04 -1.337553587598837657e+04 -5.773812616995715871e+03 -7.325110124937689761e+03 -1.365128313546685376e+03 -1.882481712662338759e+04 -2.171520544845786935e+04 -8.695404711314493397e+03 -1.259558425845496458e+03 -2.050673500094192605e+03 -2.056262062214350863e+03 -1.852125561715194999e+04 -8.407485898067550806e+03
3.221987981161677506e-01 3.312092506850769502e-01 2.548993256278345720e-01 2.952053213755003735e-01 2.797317811860357550e-01 2.872298644311479521e-01 2.905397463093690180e-01 2.854164080527599179e-01 2.770382239779059508e-01 2.742183361032963784e-01 2.795745320850442361e-01 2.975511390790889776e-01 2.951148255606141357e-01 3.005492079680788242e-01 3.231614536991270770e-01 2.944743072140929563e-01 2.964749126145155289e-01 3.087348278123456802e-01 3.519658023125603608e-01 2.958054212856333076e-01 2.963638211355393293e-01 3.018830174807256572e-01 2.977618488591742829e-01 3.066856896301818902e-01 2.684040395903050658e-01 3.127605245832031922e-01 3.004145962784737778e-01 2.679261751193416918e-01 2.713550872429140726e-01 3.156599323991258199e-01 2.685112795402366803e-01 2.859817488067447622e-01 3.153666358207909415e-01 2.905760361971397310e-01 3.331109763426252646e-01 2.679295766096637110e-01
1.877397249740119234e-01 2.358374859378714328e-01 2.457509834674269367e-01 2.123765577419830519e-01 2.149873191292788199e-01 2.103716122163531432e-01 2.048321526013866523e-01 1.744656525186977780e-01 2.104720164801223425e-01 2.594522497211703693e-01 2.316949906152537819e-01 1.901616634393290817e-01 2.106100949855479743e-01 1.862451191245482196e-01 2.302334328264866725e-01 2.074274249522606028e-01 2.005278186164094756e-01 2.279298915725664898e-01 1.669676271330767237e-01 2.089741106943956428e-01 2.207351343334508220e-01 2.156900545480263387e-01 2.106180783527590861e-01 1.963503962390028001e-01 2.398476930349093539e-01 2.128260160938625911e-01 1.765136330969879486e-01 1.891678843762129025e-01 2.223913273266568125e-01 1.984671882946607568e-01 2.153781690198567356e-01 2.254297381147571111e-01 2.203507907168265334e-01 2.161547893458424519e-01 1.745261034176822101e-01 2.030457439514161411e-01
1.995090397507928714e-01 1.804339225292614091e-01 2.112075797121797938e-01 2.053747390438153131e-01 2.075844268851029240e-01 2.159723136674791544e-01 2.237020609873367483e-01 2.107129913995110515e-01 2.064541361484537318e-01 2.010066319643393773e-01 2.010094094413094057e-01 2.198332315953781813e-01 1.670839646525930644e-01 2.190462074034315310e-01 1.833103901452159679e-01 1.915846027026155973e-01 1.955257279277805016e-01 1.780875568851819357e-01 1.934601745168427200e-01 2.314840198693763063e-01 1.948827471528633837e-01 2.037005843351542833e-01 1.876361353608241855e-01 1.851625412043049479e-01 1.988236632297711304e-01 2.228283145629580964e-01 2.352748621745581470e-01 2.194442740683505699e-01 2.085245898067580594e-01 1.993115128892040400e-01 2.083033857732357053e-01 2.007712661160149514e-01 1.949487037991631810e-01 2.065574614017732236e-01 2.011984954923893565e-01 2.220572677722312815e-01
2.905524371590274546e-01 2.525193408477902079e-01 2.881421111925586698e-01 2.870433818387012614e-01 2.976964727995825011e-01 2.864262096850197503e-01 2.809260401019075815e-01 3.294049480290312526e-01 3.060356233935179748e-01 2.653227822111939305e-01 2.877210678583925763e-01 2.924539658862037039e-01 3.271911148012447978e-01 2.941594655039415085e-01 2.632947233291702549e-01 3.065136651310308435e-01 3.074715408412944107e-01 2.852477237299059221e-01 2.876063960375202511e-01 2.637364481505947711e-01 2.880182973781464373e-01 2.787263436360937208e-01 3.039839374272423900e-01 3.118013729265102785e-01 2.929246041450144222e-01 2.515851447599761204e-01 2.877969084499801267e-01 3.234616664360948635e-01 2.977289956236710555e-01 2.865613664170094110e-01 3.078071656666708789e-01 2.878172469624832308e-01 2.693338696632193163e-01 2.867117130552445659e-01 2.911644247473031411e-01 3.069674116666888386e-01
6.355567739091822155e+00 6.512489423536293565e+00 3.918550547885542468e+00 5.464328930479164015e+00 5.101225520828196025e+00 3.677076378895238307e+00 2.220604547638854065e+00 2.738973840932742654e+00 5.305308791321218465e+00 2.506012823452494320e+00 2.912981623464617087e+00 2.552530752082664112e+00 5.415370022984867582e+00 2.400285076246636340e+00 2.737088714812787593e+00 1.118263885093883303e+01 2.922186997579562018e+00 6.343851419530261992e+00 2.726246387921094527e+00 2.832660704331617207e+00 8.215539971389492990e+00 8.999176762658676054e+00 8.378395253039935042e+00 2.906620077306430350e+00 2.785321600172401713e+00 3.069317714900757998e+00 2.427248245990692777e+00 8.435515444162060561e+00 3.508821329930569277e+00 2.622458139901052476e+00 2.581702042899168159e+00 5.556838623734792648e+00 7.248069038648369933e+00 7.140453217692306787e+00 2.492793876586116397e+00 2.833849629829368055e+00
8.598201405094554883e-02 5.438719580687082639e-02 4.002856019109527624e-02 7.370587295998300148e-02 1.320094941413699485e-01 6.063937877060857073e-02 3.388027195995453600e-02 6.590760736910600270e-02 1.626321610751177704e-01 1.133065143975905131e-01 1.100274774211584816e-01 6.881468102645608986e-02 2.394363231549757540e-02 8.792377150594710145e-02 1.499203109512012300e-01 2.435456714159436528e-02 7.047046244638253965e-02 9.496882851477121690e-02 1.887709997726574884e-01 6.279659589493739869e-02 9.093495563733784703e-02 1.343630657045479515e-01 7.620490541353919234e-02 7.057282901403451325e-02 8.256275192009125685e-02 4.671098013008715549e-02 9.498943347193512798e-02 5.604409755054917674e-02 4.603554957962243538e-02 8.316705702178667226e-02 1.020893919316668425e-01 1.498809875782296241e-01 2.292243878471419138e-01 1.821440306628189787e-01 1.212343944955829311e-01 1.033604790701656978e-01
4.844093239353372977e-05 4.767259682288586542e-01 1.560897362755527817e-01 3.005872144546512637e+00 1.542418892698704247e-01 7.388683757915978645e-02 2.342284265444541773e-05 1.928927432880470361e-01 2.341635225584583591e+00 2.433756206899512253e-04 5.395524396294949409e-44 6.461711292464293425e-03 2.125251393204882211e-01 8.381905873606363072e-04 5.450952617421659374e-01 2.301183467642835989e+00 2.886123380861391891e-02 1.417772130708235157e+00 7.874674103377496404e-02 5.369823104135922343e-01 2.523720526781047191e+00 1.156829699220529761e+01 1.624537633977159112e+00 7.980493731728954820e-02 1.022718102353346349e-02 4.354671651569318458e-01 5.632735750673938286e-42 9.437222287765560935e-01 9.624734603714083514e-01 9.622204578082554569e-03 3.235502127463684482e-03 1.366206817408051277e+00 8.305514514658828062e+00 3.261916897728048159e+00 4.890916087059639372e-02 1.575832528127640033e-24
3.736755597391862249e+00 2.417389431358194063e+00 7.989575176413524771e-01 4.106136003607376850e+00 5.663582769030039543e+00 2.954985148013791751e-01 5.505882137043401903e-01 5.948437076023083830e-02 4.657758604307582484e-01 3.611791559286115505e-01 9.230567174076503498e-03 3.638640860771521747e-49 1.135994024962513537e-06 2.886423387745089622e-02 2.283124923888955668e-06 3.147977959005384019e+00 2.683118371584014561e-02 2.175769387782156450e+00 3.016781732077816074e-04 1.529024484284110807e-01 4.283632724381269519e+00 3.004451478613749504e+00 1.211547938043941564e+00 3.021568818414384072e-01 1.259124903706075257e-02 8.387525266958062442e-02 3.070106589389567497e-03 5.030537233723409329e+00 9.467718106428140157e-01 1.521271799134536230e-02 5.021335025007099724e-03 4.922841239880366260e+00 3.612273968528205259e+00 6.551522876684110486e+00 6.889557642688066974e-02 1.395932296387249541e-02
