# YLR406C_YDL075W YER131W_YGL189C YDR502C_YLR180W YML026C_YDR450W YNL301C_YOL120C YHR106W_YDR353W YIL057C_YER067W YPL087W_YBR183W YNL069C_YIL133C YDR518W_YCL043C YGR043C_YLR354C YPR157W_YGR141W YDR099W_YER177W YBR024W_YBR037C YPL037C_YDR252W YMR143W_YDL083C YPR159W_YGR143W YJL177W_YKL180W YGL133W_YPL216W YJR048W_YEL039C YBR191W_YPL079W YER074W_YIL069C YDR418W_YEL054C YNL049C_YIL109C YBR117C_YPR074C YPL232W_YMR183C YLR284C_YOR180C YBL087C_YER117W YGL062W_YBR218C YIR033W_YKL020C YMR243C_YOR316C YLR333C_YGR027C YMR142C_YDL082W YER102W_YBL072C YAL056W_YOR371C YDR438W_YML018C
3.360000000000000000e+02 3.540000000000000000e+02 1.143000000000000000e+03 4.200000000000000000e+02 5.550000000000000000e+02 9.540000000000000000e+02 4.650000000000000000e+02 9.180000000000000000e+02 5.910000000000000000e+02 1.494000000000000000e+03 9.930000000000000000e+02 1.209000000000000000e+03 7.440000000000000000e+02 8.310000000000000000e+02 4.260000000000000000e+02 4.020000000000000000e+02 2.007000000000000000e+03 5.490000000000000000e+02 2.862000000000000000e+03 3.240000000000000000e+02 4.770000000000000000e+02 3.990000000000000000e+02 4.890000000000000000e+02 2.502000000000000000e+03 2.037000000000000000e+03 8.640000000000000000e+02 8.040000000000000000e+02 4.080000000000000000e+02 3.387000000000000000e+03 2.511000000000000000e+03 1.119000000000000000e+03 3.210000000000000000e+02 5.910000000000000000e+02 5.940000000000000000e+02 1.965000000000000000e+03 9.930000000000000000e+02
-1.267763549790271782e+03 -1.321111028732126215e+03 -6.715747426288452516e+03 -1.468070291187947760e+03 -2.233619493909290213e+03 -6.663024739238568145e+03 -3.729636914201755189e+03 -8.084605212149775980e+03 -2.459599748062814797e+03 -1.362634871385685074e+04 -7.487645036916982463e+03 -1.058607787868470950e+04 -4.116890236114067193e+03 -7.498226877002603942e+03 -3.172845404258661802e+03 -1.332725127672410281e+03 -1.591434103628185039e+04 -1.962049929113438338e+03 -3.003510756996882628e+04 -2.139222800997873037e+03 -1.563441027803946099e+03 -1.309982502449409139e+03 -1.881406302825435205e+03 -2.107049903994274064e+04 -1.509099726621972695e+04 -6.627275852327443317e+03 -8.032549579050871216e+03 -1.476053166592214211e+03 -2.172062583230327436e+04 -2.374978070899960949e+04 -9.643257630259377038e+03 -1.332866986479526304e+03 -2.133016348583455510e+03 -2.125511782586299887e+03 -1.995445477561137886e+04 -9.229986714458485949e+03
2.971063042663056875e-01 3.127499416566064672e-01 2.430195340276387894e-01 2.833918634659950420e-01 2.678871674642568923e-01 2.665600150301858928e-01 3.187949721756387356e-01 2.595472938063329016e-01 2.686700799591550393e-01 2.792525947066002989e-01 2.847881037380473601e-01 2.641475841052984830e-01 2.647985413495910767e-01 2.837135468678704808e-01 3.235542962887066887e-01 2.788009486668071579e-01 2.779612740193516118e-01 2.920083805850946512e-01 3.362470715416365219e-01 3.040985361332774195e-01 2.825419015115500643e-01 2.890738700811378847e-01 2.814804778303209298e-01 2.937431442802138637e-01 2.595916449838764906e-01 3.232446848705062825e-01 2.871949668799613775e-01 2.365840104337306460e-01 2.543262905547383768e-01 3.004425210291805093e-01 2.602044266124711180e-01 2.837398769152159050e-01 3.027132348086746250e-01 2.751261332468293852e-01 3.155545390695282948e-01 2.659113128169647844e-01
2.064476026727712632e-01 2.620508405667316687e-01 2.504124340592561171e-01 2.350204601979280217e-01 2.391684588321372207e-01 2.412744908538010380e-01 2.354798969764576033e-01 1.902249592458858385e-01 2.322507903660136486e-01 2.512565767063221212e-01 2.368003221112370826e-01 2.250297086045413286e-01 2.594407124100016060e-01 2.181007345227989613e-01 2.450795986195284659e-01 2.318828320179159019e-01 2.419774749177955875e-01 2.568873578366358545e-01 1.917959018799718918e-01 2.281499724678094365e-01 2.398557195464433855e-01 2.324988147706490704e-01 2.423015375509881553e-01 2.278905828591346328e-01 2.493071490451053696e-01 2.198985428033164713e-01 2.041221620336424181e-01 2.220731839629253856e-01 2.436818182870209293e-01 2.288357988603677839e-01 2.417323360746086447e-01 2.392255224473598951e-01 2.416544118189809798e-01 2.401155063795812616e-01 2.050982268067558789e-01 2.065039047279884077e-01
1.991890751579148966e-01 1.784740793835706552e-01 2.055571739167007250e-01 1.959916617923138094e-01 2.068823155296434235e-01 2.192019674948287866e-01 1.922065345872818187e-01 2.078174203080390692e-01 2.047094683803923620e-01 1.966066655154538600e-01 1.989352096053870755e-01 2.242586039704336232e-01 1.847191415576973084e-01 2.147297719324580412e-01 1.853924374238201389e-01 1.849954632178491543e-01 1.978587938044616412e-01 1.818893420036171715e-01 1.948805845271150139e-01 2.097283001317594708e-01 1.911303690376801590e-01 1.972891238029278460e-01 1.836179945279739212e-01 1.867048440918682717e-01 2.053946328634983221e-01 2.056465383938415326e-01 2.230670600614989008e-01 2.215613907025650031e-01 2.149149061307451813e-01 1.960375732626819523e-01 2.038735592959960985e-01 1.933374273890792472e-01 1.974457541626929435e-01 2.101062217960920908e-01 2.013906815541477990e-01 1.985818827967253397e-01
2.972570179030081250e-01 2.467251383930912645e-01 3.010108579964044240e-01 2.855960145437631548e-01 2.860620581739624635e-01 2.729635266211843381e-01 2.535185962606217869e-01 3.424103266397421907e-01 2.943696612944389224e-01 2.728841630716237199e-01 2.794763645453284262e-01 2.865641033197265930e-01 2.910416046827100089e-01 2.834559466768724612e-01 2.459736676679446787e-01 3.043207560974278691e-01 2.822024572583912150e-01 2.692149195746523782e-01 2.770764420512765169e-01 2.580231912671536176e-01 2.864720099043264190e-01 2.811381913452852266e-01 2.925999900907168549e-01 2.916614287687832596e-01 2.857065731075198456e-01 2.512102339323357136e-01 2.856158110248973592e-01 3.197814149007789375e-01 2.870769850274955126e-01 2.746841068477697823e-01 2.941896780169241943e-01 2.836971732483449249e-01 2.581865992096514240e-01 2.746521385774972068e-01 2.779565525695680273e-01 3.290028996583214127e-01
1.066999518840866834e+01 9.804913498152860285e+00 6.169162397517833796e+00 9.394758097070418756e+00 7.372918036241612683e+00 5.092101717909254255e+00 4.109757861914688171e+00 3.416062336403125954e+00 7.432316523163685851e+00 3.621066338079835134e+00 4.452195633492846305e+00 3.319915100166646482e+00 8.578142965828364552e+00 3.557956201492991077e+00 4.189157107579165817e+00 2.177800103755520311e+01 3.574797304822459498e+00 8.872719458044796781e+00 3.535659771913241656e+00 4.701226417074750863e+00 1.192751567806772606e+01 1.319319317451021512e+01 1.184560006669891941e+01 3.654693697680209130e+00 3.976822599954624504e+00 4.585427131277501900e+00 3.552429131315988808e+00 1.098674342247113778e+01 5.050441515177961804e+00 3.515031804898560708e+00 3.381326067182396589e+00 7.954471908958367976e+00 9.277613541552824472e+00 8.838657586998214910e+00 3.078580287940555937e+00 3.573001172326752961e+00
1.813768478709997245e+00 2.799994566928648343e+00 2.239611002702140752e+00 1.477913830603401735e+01 1.804722561893072452e+00 1.260007610372923414e+00 8.712448621322079756e-01 4.968447740667422119e-01 5.086983914543525387e+00 8.780310535945373696e-02 2.177561449337684918e-01 3.937495079895397820e-01 2.452872568968333056e+00 4.857614506902908635e-01 1.263276998213678892e+00 1.171642384747028132e+01 1.114600897401165192e+00 6.615771640274904719e+00 2.811952117858503297e-01 2.690029304450491487e+00 1.202918003087994947e+01 3.837496414894914665e+01 7.680588935600813016e+00 2.519778385610569882e-01 3.398313905174124017e-01 1.090115731814017774e+00 2.935324906264836220e-01 7.984675950794686727e+00 3.820449574525036862e+00 2.887205280595404530e-02 7.033586811008928352e-01 5.138585687886954467e+00 2.190728685259055908e+01 1.292654835046448980e+01 1.227126721098737577e-01 2.955817814852885783e-05
1.433345864652926593e+01 1.149850913305724731e+01 2.896175482059230699e+00 1.575407825179512677e+01 1.974128247438354222e+01 2.008090052022994065e+00 8.497439995507692911e-01 2.774085171501420310e-01 3.118111590168131109e+00 3.698992114493706018e-01 8.054929668554030586e-01 5.490540334723703619e-01 4.506718811937669322e+00 2.190704592015580154e-01 1.637115671961421437e-05 1.325371330485223176e+01 9.846510970252400075e-01 1.169070290597207062e+01 1.857702556117060773e-06 1.530211598243800264e+00 1.670130728572921797e+01 1.068315650404364980e+01 7.427943678187340026e+00 7.416485349688227702e-01 7.479118726833284825e-01 8.764911196541017580e-01 7.521095543945592599e-02 1.924085125024090814e+01 4.328603739177605547e+00 3.277025657909053702e-02 3.685451774909408451e-01 1.609459491530612141e+01 1.056439152690922789e+01 1.967078519548680404e+01 2.105202929419820457e-01 2.891154596548309308e-01
-8.368648834650802004e-02 5.945329662438714191e-01 -8.324891601161397148e-01 -3.810643145888504835e-01 -1.025990848534027722e-01 -2.296276735809127945e-01 -3.767058532853742592e-01 -2.594672860603269293e-01 -8.426839439514436370e-01 -1.568914110444108445e+00 -1.685186727351526415e+00 -6.374828980531372924e-01 -9.655192659134105293e-01 -1.153085297360016304e+00 -4.778783131268922180e-01 -9.285722828926004091e-01 -1.079494907308953255e+00 -2.787324035733730887e-01 -8.962073140336943577e-01 -7.889906964393506028e-01 -8.467873677212570671e-01 -2.640486997483098563e-01 -3.311730496282388470e-01 -8.466468344180132499e-01 -9.475954037610729852e-01 -5.521297328802391574e-02 -1.312519940173923150e+00 8.091103825860963827e-02 -3.496250481383016973e-01 -2.518735195443779062e+01 -1.283300983029211029e+00 -4.419199190926873522e-01 -2.091017663042279637e-02 -2.078847982825763330e-01 -7.066646706701259495e-01 4.228215631456174600e-02
